,Title,Tokens
26937,425	WHO marks Universal Health Coverage Day with new data portal,"['marks', 'universal', 'health', 'coverage', 'day', 'data', 'portal']"
26938,426	India needs to invest more in public healthcare: WHO,"['india', 'invest', 'public', 'healthcare']"
26939,427	India nearing MDG on reducing child mortality improving,"['india', 'nearing', 'mdg', 'reducing', 'child', 'mortality', 'improving']"
26940,428	NGO 2 LAST,['ngo']
26941,429	Free travel facility likely to be extended to HIV patients,"['free', 'travel', 'facility', 'extended', 'patients']"
26942,430	Goa hopes to achieve zero rate of HIV infections by 2025: CM,"['goa', 'hopes', 'achieve', 'rate', 'infections', 'cm']"
26943,431	Goa hopes to achieve zero rate of HIV infections by 2025: CM,"['goa', 'hopes', 'achieve', 'rate', 'infections', 'cm']"
26944,432	6 famous mummies and the fascinating stories behind them,"['famous', 'mummies', 'fascinating', 'stories']"
26945,433	Remembering Nelson Mandela: The man with royal blood who was 'prepared to die' to abolish race discrimination,"['remembering', 'nelson', 'mandela', 'man', 'royal', 'blood', 'prepared', 'die', 'abolish', 'race', 'discrimination']"
26946,434	Vaccination against Hepatitis B should be 100% in Delhi: Jain,"['vaccination', 'hepatitis', 'delhi', 'jain']"
26947,435	Health sector top priority for HP govt: official,"['health', 'sector', 'top', 'priority', 'hp', 'govt', 'official']"
26948,436	Elton John raises awareness about HIV and AIDS,"['elton', 'john', 'raises', 'awareness']"
26949,437	December 21942: World's first nuclear chain reaction initiated under Enrico Fermi,"['december', 'nuclear', 'chain', 'reaction', 'initiated', 'enrico', 'fermi']"
26950,438	Over 23 Bills pending in Parliament due to logjam over demonetisation,"['bills', 'pending', 'parliament', 'logjam', 'demonetisation']"
26951,439	AIDS Bill is half-baked till it provides right to treatment,"['bill', 'half', 'baked', 'till', 'treatment']"
26952,440	NADDA 2LAST,['nadda']
26953,441	India can end the HIV/AIDS epidemic by 2030: Nadda,"['india', 'epidemic', 'nadda']"
26954,442	Janssen announces introduction of Connect for Life programme,"['janssen', 'announces', 'introduction', 'connect', 'life', 'programme']"
26955,443	Need to spread awareness about HIV among homosexuals,"['spread', 'awareness', 'homosexuals']"
26956,444	Over 1300 people died of AIDS in Mizoram since 1990,"['people', 'died', 'mizoram']"
26957,445	World AIDS Day: Has India made improvement in tackling HIV/AIDS?,"['day', 'india', 'improvement', 'tackling']"
26958,446	Over 1300 people died of AIDS in Mizoram since 1990,"['people', 'died', 'mizoram']"
26959,447	Cook ups Apple support for fight against AIDS,"['cook', 'apple', 'support', 'fight']"
26960,448	WHO-HIV 2 LAST,[]
26961,449	WHO asks SEAR to take proactive action to prevent treat HIV,"['asks', 'sear', 'proactive', 'action', 'prevent', 'treat']"
26962,450	Assam records 928 new HIV cases,"['assam', 'records', 'cases']"
26963,451	Assam records 928 new HIV cases,"['assam', 'records', 'cases']"
26964,452	Over two lakh people died in China this year due to HIV/AIDS,"['lakh', 'people', 'died', 'china', 'year']"
26965,453	HIV 2 LAST,[]
26966,454	10 important facts you must know about HIV/AIDS,['facts']
26967,455	Duleep Trophy to be day-night affair; Chhattisgarh to debut in Ranji,"['duleep', 'trophy', 'day', 'night', 'affair', 'chhattisgarh', 'debut', 'ranji']"
26968,456	World AIDS Day: 13 facts on the condition leading to immunodeficiency,"['day', 'facts', 'condition', 'leading', 'immunodeficiency']"
26969,457	AIIMS 2LAST,['aiims']
26970,458	New potent vaccine may spell end for HIV,"['potent', 'vaccine', 'spell']"
26971,459	Illness claiming more BSF lives than battle casualties reveals official data,"['illness', 'claiming', 'bsf', 'lives', 'battle', 'casualties', 'reveals', 'official', 'data']"
26972,460	Two and a Half Men star Charlie Sheen is selling his Beverly Hills mansion,"['half', 'men', 'star', 'charlie', 'sheen', 'selling', 'beverly', 'hills', 'mansion']"
26973,461	Illness heart attacks killing more BSF men than border ops,"['illness', 'heart', 'attacks', 'killing', 'bsf', 'men', 'border', 'ops']"
26974,462	DRI seizes psychotropic drugs worth Rs 57 lakh from Mumbai,"['dri', 'seizes', 'psychotropic', 'drugs', 'worth', 'rs', 'lakh', 'mumbai']"
26975,463	Lupin shares jump over 5%; mcap surges by Rs 3347 cr,"['lupin', 'shares', 'jump', 'mcap', 'surges', 'rs', 'cr']"
26976,464	USFDA nod to Lupin to mkt tabs used for treatment of HIV virus,"['usfda', 'nod', 'lupin', 'mkt', 'tabs', 'treatment', 'virus']"
26977,465	USFDA nod to Lupin to mkt tabs used for treatment of HIV virus,"['usfda', 'nod', 'lupin', 'mkt', 'tabs', 'treatment', 'virus']"
26978,466	Novel antiretroviral drugs may lower HIV transmission risk,"['novel', 'antiretroviral', 'drugs', 'lower', 'transmission', 'risk']"
26979,467	This South African pastor sprays insecticide on people claims it cures HIV cancer,"['south', 'african', 'pastor', 'sprays', 'insecticide', 'people', 'claims', 'cures', 'cancer']"
26980,468	AIDS cases reduced by 54 pc between 2007 and 2015: Govt,"['cases', 'reduced', 'pc', 'govt']"
26981,469	Dialysis patients infected with HIV Hepatitis in hospital,"['dialysis', 'patients', 'infected', 'hepatitis', 'hospital']"
26982,470	Dialysis patients infected with HIV Hepatitis in hospital,"['dialysis', 'patients', 'infected', 'hepatitis', 'hospital']"
26983,471	Visakhapatnam: Year-long investigation reveals suicide case was well-planned murder,"['visakhapatnam', 'year', 'long', 'investigation', 'reveals', 'suicide', 'case', 'well', 'planned', 'murder']"
26984,472	Over 90% people with HIV tuberculosis have access to therapy,"['people', 'tuberculosis', 'access', 'therapy']"
26985,473	Vaccine against HIV infection closer to reality,"['vaccine', 'infection', 'closer', 'reality']"
26986,474	Bill Gates meets Rajnath Singh,"['bill', 'gates', 'meets', 'rajnath', 'singh']"
26987,475	Govt unlikely to bring GST bills soon,"['govt', 'bring', 'gst', 'bills']"
26988,476	Potent antibody neutralises nearly all HIV strains,"['potent', 'antibody', 'neutralises', 'strains']"
26989,477	Happy Birthday Kamal Haasan: Genius playboy billionaire and philanthropist,"['happy', 'birthday', 'kamal', 'haasan', 'genius', 'playboy', 'billionaire', 'philanthropist']"
26990,478	This USB device can do HIV tests in 30 minutes,"['usb', 'device', 'tests', 'minutes']"
26991,479	Par Session:9 new bills including surrogacy regulation in line,"['par', 'session', 'bills', 'including', 'surrogacy', 'regulation']"
26992,480	TUBERCULOSIS 2 LAST,['tuberculosis']
26993,481	N-NAGA-DAO volunteers protest against non-payment for work,"['naga', 'dao', 'volunteers', 'protest', 'payment', 'work']"
26994,482	Seven new substances added to list of carcinogens,"['substances', 'list', 'carcinogens']"
26995,483	Plea in HC for insurance cover for AIDS/HIV victims,"['plea', 'hc', 'insurance', 'cover', 'victims']"
26996,484	AIIMS doctor gets fellowship from Bangla medical institution,"['aiims', 'doctor', 'fellowship', 'bangla', 'medical', 'institution']"
26997,485	Smoking may harm HIV patients more than the virus,"['smoking', 'harm', 'patients', 'virus']"
26998,486	Strides Shasun gets USFDA nod for Abacavir tablets,"['strides', 'shasun', 'usfda', 'nod', 'abacavir', 'tablets']"
26999,487	Chinese University Sells HIV Test Kits to Students in Vending Machines,"['chinese', 'university', 'sells', 'test', 'kits', 'students', 'vending', 'machines']"
27000,488	India's TB deaths double in a year from 2.2 lakh to 4.8 lakh; here's why,"['india', 'tb', 'deaths', 'double', 'year', 'lakh', 'lakh']"
27001,489	Patient Zero wrongly blamed for AIDS epidemic: study,"['patient', 'wrongly', 'blamed', 'epidemic', 'study']"
27002,490	Write recommendations on sex education omitting the word sex asks the HRD ministry,"['write', 'recommendations', 'sex', 'education', 'omitting', 'word', 'sex', 'asks', 'hrd', 'ministry']"
27003,491	Keep 'sex' out of sex education HRD ministry tells expert panel,"['sex', 'education', 'hrd', 'ministry', 'tells', 'expert', 'panel']"
27004,492	Not just Dangal's Aamir: Actors who underwent severe physical transformation for films,"['dangal', 'aamir', 'actors', 'underwent', 'severe', 'physical', 'transformation', 'films']"
27005,493	We must consider human rights of terror victims also: Prasad,"['consider', 'human', 'rights', 'terror', 'victims', 'prasad']"
27006,494	Motherhood made Alicia Keys fight against AIDS more impactful,"['motherhood', 'alicia', 'keys', 'fight', 'impactful']"
27007,495	Dita Von Teese wants youngsters to be more aware of HIV,"['dita', 'von', 'teese', 'youngsters', 'aware']"
27008,496	Why HIV infection increases TB risk decoded,"['infection', 'increases', 'tb', 'risk', 'decoded']"
27009,497	Streptomycin an anitibiotic against TB was discovered today: Life before the discovery,"['streptomycin', 'anitibiotic', 'tb', 'discovered', 'today', 'life', 'discovery']"
27010,498	AIDS victim mans family allege denial of cremation right by,"['victim', 'mans', 'family', 'allege', 'denial', 'cremation']"
27011,499	In the everyday porn stars are just like us. Here's proof,"['everyday', 'porn', 'stars', 'proof']"
27012,500	Govt to carry out nationwide survey on TB after 6 decades,"['govt', 'carry', 'nationwide', 'survey', 'tb', 'decades']"
27013,501	Girls in India less likely to realise full potential: Save the,"['girls', 'india', 'realise', 'full', 'potential', 'save']"
27014,502	TB epidemic in India larger than what was previously,"['tb', 'epidemic', 'india', 'larger']"
27015,503	WHO-TB 2 LAST,['tb']
27016,504	Philanthropist and businesswoman Parmeshwar Godrej passes away in Mumbai,"['philanthropist', 'businesswoman', 'parmeshwar', 'godrej', 'passes', 'mumbai']"
27017,505	Tributes pour in for generous glamorous Parmeshwar Godrej,"['tributes', 'pour', 'generous', 'glamorous', 'parmeshwar', 'godrej']"
27018,506	Bollywood celebs mourn Parmeshwar Godrejs demise,"['bollywood', 'celebs', 'mourn', 'parmeshwar', 'godrejs', 'demise']"
27019,507	India donates ZAR 2 million to Mandela Foundation,"['india', 'donates', 'zar', 'mandela', 'foundation']"
27020,508	India to face challenges in preventing diet-related NCDs,"['india', 'face', 'challenges', 'preventing', 'diet', 'ncds']"
27021,509	(REOPENS DEL 85),"['reopens', 'del']"
27022,510	HIV and AIDS Bill amendments approved rights of the patients safeguarded,"['bill', 'amendments', 'approved', 'rights', 'patients', 'safeguarded']"
27023,511	CABINET-LD AIDS 2LAST,"['cabinet', 'ld']"
27024,512	Bias against AIDS patients to land people in jail for two yrs,"['bias', 'patients', 'land', 'people', 'jail', 'yrs']"
27025,513	NHRC seeks report on ration denial to HIV positive orphans,"['nhrc', 'seeks', 'report', 'ration', 'denial', 'positive', 'orphans']"
27026,514	Celebrating World Space Week: 5 space discoveries that will blow your mind,"['celebrating', 'space', 'week', 'space', 'discoveries', 'blow', 'mind']"
27027,515	Cabinet approves amendment to HIV/AIDS bill,"['cabinet', 'approves', 'amendment', 'bill']"
27028,516	Happy birthday Kate Winslet: Some interesting facts that you must know about her,"['happy', 'birthday', 'kate', 'winslet', 'interesting', 'facts']"
27029,517	International Day of No Prostitution: All you need to know about prostitution in India,"['international', 'day', 'prostitution', 'prostitution', 'india']"
27030,518	Watch: Senior Police Inspector swaps job with schoolgirl,"['watch', 'senior', 'police', 'inspector', 'swaps', 'job', 'schoolgirl']"
27031,519	Nobel Prize in medicine awarded to Yoshinori Ohsumi for work on 'cell recycling',"['nobel', 'prize', 'medicine', 'awarded', 'yoshinori', 'ohsumi', 'work', 'cell', 'recycling']"
27032,520	Are we about to cure HIV? New therapy that zapped virus from British man's blood suggests so,"['cure', 'therapy', 'zapped', 'virus', 'british', 'man', 'blood', 'suggests']"
27033,521	British scientists remarkably close to finding cure for HIV: All about the disease,"['british', 'scientists', 'remarkably', 'close', 'finding', 'cure', 'disease']"
27034,522	British scientists on verge of HIV cure: report,"['british', 'scientists', 'verge', 'cure', 'report']"
27035,523	Holidays may boost your immune system: study,"['holidays', 'boost', 'immune', 'system', 'study']"
27036,524	PSI 2 LAST,['psi']
27037,525	Trade organisations call bandh in Tamil Nadu against torching of state lorries in Karnataka,"['trade', 'organisations', 'call', 'bandh', 'tamil', 'nadu', 'torching', 'state', 'lorries', 'karnataka']"
27038,526	Court orders man to pay maintenance to HIV+ve wife,"['court', 'orders', 'man', 'pay', 'maintenance', 've', 'wife']"
27039,527	Court orders man to pay maintenance to HIV+ve wife,"['court', 'orders', 'man', 'pay', 'maintenance', 've', 'wife']"
27040,528	India's global health rank plummets to 143 claims study,"['india', 'global', 'health', 'rank', 'plummets', 'claims', 'study']"
27041,529	Kanpur Test: Trent Boult Mitchell Santner reduce India to 291/9 on Day 1,"['kanpur', 'test', 'trent', 'boult', 'mitchell', 'santner', 'reduce', 'india', 'day']"
27042,530	NEWSALERT-INDOPAK,"['newsalert', 'indopak']"
27043,531	ASSEMBLY-CONG 2 LAST,"['assembly', 'cong']"
27044,532	Aurobindo gets tentative USFDA nod for HIV drug,"['aurobindo', 'tentative', 'usfda', 'nod', 'drug']"
27045,533	Zuckerberg Priscilla pledge $3 bn to cure all diseases,"['zuckerberg', 'priscilla', 'pledge', 'bn', 'cure', 'diseases']"
27046,534	Alexis Arquette died from cardiac arrest,"['alexis', 'arquette', 'died', 'cardiac', 'arrest']"
27047,535	No stay on demolition of top floors of building near airport,"['stay', 'demolition', 'top', 'floors', 'building', 'airport']"
27048,536	166 in Duleep Trophy was the turning point believes Pujara,"['duleep', 'trophy', 'turning', 'point', 'believes', 'pujara']"
27049,537	SPORT-HARBHAJAN 2 LAST,"['sport', 'harbhajan']"
27050,538	Indian-origin S African is head of global blood service,"['indian', 'origin', 'african', 'head', 'global', 'blood', 'service']"
27051,539	In pics: India wishes PM Modi on his 66th birthday,"['pics', 'india', 'wishes', 'pm', 'modi', 'birthday']"
27052,540	Ready to go back to jail says Siwan strongman Shahabuddin,"['ready', 'jail', 'siwan', 'strongman', 'shahabuddin']"
27053,541	Study under way to combat HIV with antibodies,"['study', 'combat', 'antibodies']"
27054,542	Videocon Cube 3 smartphone to have new new panic button app,"['videocon', 'cube', 'smartphone', 'panic', 'button', 'app']"
27055,543	Meet Devendra Jhajharia the two-time paralympic gold medallist,"['meet', 'devendra', 'jhajharia', 'time', 'paralympic', 'gold', 'medallist']"
27056,544	Ravindra Jadeja takes 10 as India Blue win Duleep Trophy,"['ravindra', 'jadeja', 'takes', 'india', 'blue', 'win', 'duleep', 'trophy']"
27057,545	Gambhir not in favour of Pink Ball Tests,"['gambhir', 'favour', 'pink', 'ball', 'tests']"
27058,546	Gambhir not in favour of Pink Ball Tests,"['gambhir', 'favour', 'pink', 'ball', 'tests']"
27059,547	Good for us that 3 openers are vying for 2 slots: Dhawan,"['good', 'openers', 'vying', 'slots', 'dhawan']"
27060,548	SPORT-DULEEP-COMMENTS 2 LAST,"['sport', 'duleep', 'comments']"
